Panathinaikos , Rubin Kazan,group,"Olympic Stadium, Athens",0,0,2010-10-20 20:45:00+02:00
Barcelona , Copenhagen,group,"Camp Nou, Barcelona",2,0,2010-10-20 20:45:00+02:00
Rubin Kazan , Panathinaikos,group,"Central Stadium, Kazan",0,0,2010-11-02 18:30:00+01:00
Copenhagen , Barcelona,group,"Parken Stadium, Copenhagen",1,1,2010-11-02 20:45:00+01:00
Rubin Kazan , Copenhagen,group,"Central Stadium, Kazan",1,0,2010-11-24 18:30:00+01:00
Panathinaikos , Barcelona,group,"Olympic Stadium, Athens",0,3,2010-11-24 20:45:00+01:00
Barcelona , Rubin Kazan,group,"Camp Nou, Barcelona",2,0,2010-12-07 20:45:00+01:00
Copenhagen , Panathinaikos,group,"Parken Stadium, Copenhagen",3,1,2010-12-07 20:45:00+01:00
Bayern Munich , Roma,group,"Allianz Arena, Munich",2,0,2010-09-15 20:45:00+02:00
CFR Cluj , Basel,group,"Stadionul Dr. Constantin Rădulescu, Cluj-Napoca",2,1,2010-09-15 20:45:00+02:00
Basel , Bayern Munich,group,"St. Jakob-Park, Basel",1,2,2010-09-28 20:45:00+02:00
Roma , CFR Cluj,group,"Stadio Olimpico, Rome",2,1,2010-09-28 20:45:00+02:00
Roma , Basel,group,"Stadio Olimpico, Rome",1,3,2010-10-19 20:45:00+02:00
Bayern Munich , CFR Cluj,group,"Allianz Arena, Munich",3,2,2010-10-19 20:45:00+02:00
Basel , Roma,group,"St. Jakob-Park, Basel",2,3,2010-11-03 20:45:00+01:00
CFR Cluj , Bayern Munich,group,"Stadionul Dr. Constantin Rădulescu, Cluj-Napoca",0,4,2010-11-03 20:45:00+01:00
Roma , Bayern Munich,group,"Stadio Olimpico, Rome",3,2,2010-11-23 20:45:00+01:00
Basel , CFR Cluj,group,"St. Jakob-Park, Basel",1,0,2010-11-23 20:45:00+01:00
Bayern Munich , Basel,group,"Allianz Arena, Munich",3,0,2010-12-08 20:45:00+01:00
CFR Cluj , Roma,group,"Stadionul Dr. Constantin Rădulescu, Cluj-Napoca",1,1,2010-12-08 20:45:00+01:00
Marseille , Spartak Moscow,group,"Stade Vélodrome, Marseille",0,1,2010-09-15 20:45:00+02:00
Žilina , Chelsea,group,"Štadión pod Dubňom, Žilina",1,4,2010-09-15 20:45:00+02:00
Spartak Moscow , Žilina,group,"Luzhniki Stadium, Moscow",3,0,2010-09-28 18:30:00+02:00
Chelsea , Marseille,group,"Stamford Bridge, London",2,0,2010-09-28 20:45:00+02:00
Spartak Moscow , Chelsea,group,"Luzhniki Stadium, Moscow",0,2,2010-10-19 18:30:00+02:00
Marseille , Žilina,group,"Stade Vélodrome, Marseille",1,0,2010-10-19 20:45:00+02:00
Chelsea , Spartak Moscow,group,"Stamford Bridge, London",4,1,2010-11-03 20:45:00+01:00
Žilina , Marseille,group,"Štadión pod Dubňom, Žilina",0,7,2010-11-03 20:45:00+01:00
Spartak Moscow , Marseille,group,"Luzhniki Stadium, Moscow",0,3,2010-11-23 18:30:00+01:00
Chelsea , Žilina,group,"Stamford Bridge, London",2,1,2010-11-23 20:45:00+01:00
Marseille , Chelsea,group,"Stade Vélodrome, Marseille",1,0,2010-12-08 20:45:00+01:00
Žilina , Spartak Moscow,group,"Štadión pod Dubňom, Žilina",1,2,2010-12-08 20:45:00+01:00
Real Madrid , Ajax,group,"Santiago Bernabéu, Madrid",2,0,2010-09-15 20:45:00+02:00
Milan , Auxerre,group,"San Siro, Milan",2,0,2010-09-15 20:45:00+02:00
Auxerre , Real Madrid,group,"Stade de l'Abbé-Deschamps, Auxerre",0,1,2010-09-28 20:45:00+02:00
Ajax , Milan,group,"Amsterdam Arena, Amsterdam",1,1,2010-09-28 20:45:00+02:00
Ajax , Auxerre,group,"Amsterdam Arena, Amsterdam",2,1,2010-10-19 20:45:00+02:00
Real Madrid , Milan,group,"Santiago Bernabéu, Madrid",2,0,2010-10-19 20:45:00+02:00
Auxerre , Ajax,group,"Stade de l'Abbé-Deschamps, Auxerre",2,1,2010-11-03 20:45:00+01:00
Milan , Real Madrid,group,"San Siro, Milan",2,2,2010-11-03 20:45:00+01:00
Ajax , Real Madrid,group,"Amsterdam Arena, Amsterdam",0,4,2010-11-23 20:45:00+01:00
Auxerre , Milan,group,"Stade de l'Abbé-Deschamps, Auxerre",0,2,2010-11-23 20:45:00+01:00
Real Madrid , Auxerre,group,"Santiago Bernabéu, Madrid",4,0,2010-12-08 20:45:00+01:00
Milan , Ajax,group,"San Siro, Milan",0,2,2010-12-08 20:45:00+01:00
Arsenal , Braga,group,"Emirates Stadium, London",6,0,2010-09-15 20:45:00+02:00
Shakhtar Donetsk , Partizan,group,"Donbass Arena, Donetsk",1,0,2010-09-15 20:45:00+02:00
Partizan , Arsenal,group,"Partizan Stadium, Belgrade",1,3,2010-09-28 20:45:00+02:00
Braga , Shakhtar Donetsk,group,"Estádio Municipal de Braga, Braga",0,3,2010-09-28 20:45:00+02:00
Braga , Partizan,group,"Estádio Municipal de Braga, Braga",2,0,2010-10-19 20:45:00+02:00
Arsenal , Shakhtar Donetsk,group,"Emirates Stadium, London",5,1,2010-10-19 20:45:00+02:00
Partizan , Braga,group,"Partizan Stadium, Belgrade",0,1,2010-11-03 20:45:00+01:00
Shakhtar Donetsk , Arsenal,group,"Donbass Arena, Donetsk",2,1,2010-11-03 20:45:00+01:00
Braga , Arsenal,group,"Estádio Municipal de Braga, Braga",2,0,2010-11-23 20:45:00+01:00
Partizan , Shakhtar Donetsk,group,"Partizan Stadium, Belgrade",0,3,2010-11-23 20:45:00+01:00
Arsenal , Partizan,group,"Emirates Stadium, London",3,1,2010-12-08 20:45:00+01:00
Shakhtar Donetsk , Braga,group,"Donbass Arena, Donetsk",2,0,2010-12-08 20:45:00+01:00
Manchester City , Napoli,group,"City of Manchester Stadium, Manchester",1,1,2011-09-14 20:45:00+02:00
Villarreal , Bayern Munich,group,"Estadio El Madrigal, Villarreal",0,2,2011-09-14 20:45:00+02:00
Bayern Munich , Manchester City,group,"Allianz Arena, Munich",2,0,2011-09-27 20:45:00+02:00
Napoli , Villarreal,group,"Stadio San Paolo, Naples",2,0,2011-09-27 20:45:00+02:00
Napoli , Bayern Munich,group,"Stadio San Paolo, Naples",1,1,2011-10-18 20:45:00+02:00
Manchester City , Villarreal,group,"City of Manchester Stadium, Manchester",2,1,2011-10-18 20:45:00+02:00
Bayern Munich , Napoli,group,"Allianz Arena, Munich",3,2,2011-11-02 20:45:00+01:00
Villarreal , Manchester City,group,"Estadio El Madrigal, Villarreal",0,3,2011-11-02 20:45:00+01:00
Napoli , Manchester City,group,"Stadio San Paolo, Naples",2,1,2011-11-22 20:45:00+01:00
Bayern Munich , Villarreal,group,"Allianz Arena, Munich",3,1,2011-11-22 20:45:00+01:00
Manchester City , Bayern Munich,group,"City of Manchester Stadium, Manchester",2,0,2011-12-07 20:45:00+01:00
Villarreal , Napoli,group,"Estadio El Madrigal, Villarreal",0,2,2011-12-07 20:45:00+01:00
Lille , CSKA Moscow,group,"Stade Lille-Metropole, Villeneuve-d'Ascq",2,2,2011-09-14 20:45:00+02:00
Internazionale , Trabzonspor,group,"San Siro, Milan",0,1,2011-09-14 20:45:00+02:00
CSKA Moscow , Internazionale,group,"Luzhniki Stadium, Moscow",2,3,2011-09-27 18:00:00+02:00
Trabzonspor , Lille,group,"Hüseyin Avni Aker Stadium, Trabzon",1,1,2011-09-27 20:45:00+02:00
CSKA Moscow , Trabzonspor,group,"Luzhniki Stadium, Moscow",3,0,2011-10-18 18:00:00+02:00
Lille , Internazionale,group,"Stade Lille-Metropole, Villeneuve-d'Ascq",0,1,2011-10-18 20:45:00+02:00
Trabzonspor , CSKA Moscow,group,"Hüseyin Avni Aker Stadium, Trabzon",0,0,2011-11-02 20:45:00+01:00
Internazionale , Lille,group,"San Siro, Milan",2,1,2011-11-02 20:45:00+01:00
CSKA Moscow , Lille,group,"Luzhniki Stadium, Moscow",0,2,2011-11-22 18:00:00+01:00
Trabzonspor , Internazionale,group,"Hüseyin Avni Aker Stadium, Trabzon",1,1,2011-11-22 20:45:00+01:00
Lille , Trabzonspor,group,"Stade Lille-Metropole, Villeneuve-d'Ascq",0,0,2011-12-07 20:45:00+01:00
Internazionale , CSKA Moscow,group,"San Siro, Milan",1,2,2011-12-07 20:45:00+01:00
Basel , Oțelul Galați,group,"St. Jakob-Park, Basel",2,1,2011-09-14 20:45:00+02:00
Benfica , Manchester United,group,"Estádio da Luz, Lisbon",1,1,2011-09-14 20:45:00+02:00
Manchester United , Basel,group,"Old Trafford, Manchester",3,3,2011-09-27 20:45:00+02:00
Oțelul Galați , Benfica,group,"Stadionul Național, Bucharest1",0,1,2011-09-27 20:45:00+02:00
Oțelul Galați , Manchester United,group,"Stadionul Național, Bucharest1",0,2,2011-10-18 20:45:00+02:00
Basel , Benfica,group,"St. Jakob-Park, Basel",0,2,2011-10-18 20:45:00+02:00
Manchester United , Oțelul Galați,group,"Old Trafford, Manchester",2,0,2011-11-02 20:45:00+01:00
Benfica , Basel,group,"Estádio da Luz, Lisbon",1,1,2011-11-02 20:45:00+01:00
Oțelul Galați , Basel,group,"Stadionul Național, Bucharest1",2,3,2011-11-22 20:45:00+01:00
Manchester United , Benfica,group,"Old Trafford, Manchester",2,2,2011-11-22 20:45:00+01:00
Basel , Manchester United,group,"St. Jakob-Park, Basel",2,1,2011-12-07 20:45:00+01:00
Benfica , Oțelul Galați,group,"Estádio da Luz, Lisbon",1,0,2011-12-07 20:45:00+01:00
Dinamo Zagreb , Real Madrid,group,"Stadion Maksimir, Zagreb",0,1,2011-09-14 20:45:00+02:00
Ajax , Lyon,group,"Amsterdam Arena, Amsterdam",0,0,2011-09-14 20:45:00+02:00
Lyon , Dinamo Zagreb,group,"Stade de Gerland, Lyon",2,0,2011-09-27 20:45:00+02:00
Real Madrid , Ajax,group,"Santiago Bernabéu, Madrid",3,0,2011-09-27 20:45:00+02:00
Real Madrid , Lyon,group,"Santiago Bernabéu, Madrid",4,0,2011-10-18 20:45:00+02:00
Dinamo Zagreb , Ajax,group,"Stadion Maksimir, Zagreb",0,2,2011-10-18 20:45:00+02:00
Lyon , Real Madrid,group,"Stade de Gerland, Lyon",0,2,2011-11-02 20:45:00+01:00
Ajax , Dinamo Zagreb,group,"Amsterdam Arena, Amsterdam",4,0,2011-11-02 20:45:00+01:00
Real Madrid , Dinamo Zagreb,group,"Santiago Bernabéu, Madrid",6,2,2011-11-22 20:45:00+01:00
Lyon , Ajax,group,"Stade de Gerland, Lyon",0,0,2011-11-22 20:45:00+01:00
Dinamo Zagreb , Lyon,group,"Stadion Maksimir, Zagreb",1,7,2011-12-07 20:45:00+01:00
Ajax , Real Madrid,group,"Amsterdam Arena, Amsterdam",0,3,2011-12-07 20:45:00+01:00
Chelsea , Bayer Leverkusen,group,"Stamford Bridge, London",2,0,2011-09-13 20:45:00+02:00
Genk , Valencia,group,"Cristal Arena, Genk",0,0,2011-09-13 20:45:00+02:00
Valencia , Chelsea,group,"Mestalla, Valencia",1,1,2011-09-28 20:45:00+02:00
Bayer Leverkusen , Genk,group,"BayArena, Leverkusen",2,0,2011-09-28 20:45:00+02:00
Bayer Leverkusen , Valencia,group,"BayArena, Leverkusen",2,1,2011-10-19 20:45:00+02:00
Chelsea , Genk,group,"Stamford Bridge, London",5,0,2011-10-19 20:45:00+02:00
Valencia , Bayer Leverkusen,group,"Mestalla, Valencia",3,1,2011-11-01 20:45:00+01:00
Genk , Chelsea,group,"Cristal Arena, Genk",1,1,2011-11-01 20:45:00+01:00
Bayer Leverkusen , Chelsea,group,"BayArena, Leverkusen",2,1,2011-11-23 20:45:00+01:00
Valencia , Genk,group,"Mestalla, Valencia",7,0,2011-11-23 20:45:00+01:00
Chelsea , Valencia,group,"Stamford Bridge, London",3,0,2011-12-06 20:45:00+01:00
Genk , Bayer Leverkusen,group,"Cristal Arena, Genk",1,1,2011-12-06 20:45:00+01:00
Olympiacos , Marseille,group,"Karaiskakis Stadium, Piraeus",0,1,2011-09-13 20:45:00+02:00
Borussia Dortmund , Arsenal,group,"Signal Iduna Park, Dortmund",1,1,2011-09-13 20:45:00+02:00
Arsenal , Olympiacos,group,"Emirates Stadium, London",2,1,2011-09-28 20:45:00+02:00
Marseille , Borussia Dortmund,group,"Stade Vélodrome, Marseille",3,0,2011-09-28 20:45:00+02:00
Marseille , Arsenal,group,"Stade Vélodrome, Marseille",0,1,2011-10-19 20:45:00+02:00
Olympiacos , Borussia Dortmund,group,"Karaiskakis Stadium, Piraeus",3,1,2011-10-19 20:45:00+02:00
Arsenal , Marseille,group,"Emirates Stadium, London",0,0,2011-11-01 20:45:00+01:00
Borussia Dortmund , Olympiacos,group,"Signal Iduna Park, Dortmund",1,0,2011-11-01 20:45:00+01:00
Marseille , Olympiacos,group,"Stade Vélodrome, Marseille",0,1,2011-11-23 20:45:00+01:00
Arsenal , Borussia Dortmund,group,"Emirates Stadium, London",2,1,2011-11-23 20:45:00+01:00
Olympiacos , Arsenal,group,"Karaiskakis Stadium, Piraeus",3,1,2011-12-06 20:45:00+01:00
Borussia Dortmund , Marseille,group,"Signal Iduna Park, Dortmund",2,3,2011-12-06 20:45:00+01:00
Porto , Shakhtar Donetsk,group,"Estádio do Dragão, Porto",2,1,2011-09-13 20:45:00+02:00
APOEL , Zenit Saint Petersburg,group,"GSP Stadium, Nicosia",2,1,2011-09-13 20:45:00+02:00
Zenit Saint Petersburg , Porto,group,"Petrovsky Stadium, Saint Petersburg",3,1,2011-09-28 18:00:00+02:00
Shakhtar Donetsk , APOEL,group,"Donbass Arena, Donetsk",1,1,2011-09-28 20:45:00+02:00
Shakhtar Donetsk , Zenit Saint Petersburg,group,"Donbass Arena, Donetsk",2,2,2011-10-19 20:45:00+02:00
Porto , APOEL,group,"Estádio do Dragão, Porto",1,1,2011-10-19 20:45:00+02:00
Zenit Saint Petersburg , Shakhtar Donetsk,group,"Petrovsky Stadium, Saint Petersburg",1,0,2011-11-01 18:00:00+01:00
APOEL , Porto,group,"GSP Stadium, Nicosia",2,1,2011-11-01 20:45:00+01:00
Zenit Saint Petersburg , APOEL,group,"Petrovsky Stadium, Saint Petersburg",0,0,2011-11-23 18:00:00+01:00
Shakhtar Donetsk , Porto,group,"Donbass Arena, Donetsk",0,2,2011-11-23 20:45:00+01:00
Porto , Zenit Saint Petersburg,group,"Estádio do Dragão, Porto",0,0,2011-12-06 20:45:00+01:00
APOEL , Shakhtar Donetsk,group,"GSP Stadium, Nicosia",0,2,2011-12-06 20:45:00+01:00
Barcelona , Milan,group,"Camp Nou, Barcelona",2,2,2011-09-13 20:45:00+02:00
Viktoria Plzeň , BATE Borisov,group,"Synot Tip Arena, Prague2",1,1,2011-09-13 20:45:00+02:00
BATE Borisov , Barcelona,group,"Dinamo Stadium, Minsk3",0,5,2011-09-28 20:45:00+02:00
Milan , Viktoria Plzeň,group,"San Siro, Milan",2,0,2011-09-28 20:45:00+02:00
Milan , BATE Borisov,group,"San Siro, Milan",2,0,2011-10-19 20:45:00+02:00
Barcelona , Viktoria Plzeň,group,"Camp Nou, Barcelona",2,0,2011-10-19 20:45:00+02:00
BATE Borisov , Milan,group,"Dinamo Stadium, Minsk3",1,1,2011-11-01 18:00:00+01:00
Viktoria Plzeň , Barcelona,group,"Synot Tip Arena, Prague2",0,4,2011-11-01 20:45:00+01:00
BATE Borisov , Viktoria Plzeň,group,"Dinamo Stadium, Minsk3",0,1,2011-11-23 19:00:00+01:00
Milan , Barcelona,group,"San Siro, Milan",2,3,2011-11-23 20:45:00+01:00
Barcelona , BATE Borisov,group,"Camp Nou, Barcelona",4,0,2011-12-06 20:45:00+01:00
Viktoria Plzeň , Milan,group,"Synot Tip Arena, Prague2",2,2,2011-12-06 20:45:00+01:00
Dinamo Zagreb , FC Porto,group,"Stadion Maksimir, Zagreb",0,2,2012-09-18 20:45:00+02:00
Paris Saint-Germain , Dynamo Kyiv,group,"Parc des Princes, Paris",4,1,2012-09-18 20:45:00+02:00
Dynamo Kyiv , Dinamo Zagreb,group,"NSC Olimpiyskiy, Kiev",2,0,2012-10-03 20:45:00+02:00
FC Porto , Paris Saint-Germain,group,"Estádio do Dragão, Porto",1,0,2012-10-03 20:45:00+02:00
FC Porto , Dynamo Kyiv,group,"Estádio do Dragão, Porto",3,2,2012-10-24 20:45:00+02:00
Dinamo Zagreb , Paris Saint-Germain,group,"Stadion Maksimir, Zagreb",0,2,2012-10-24 20:45:00+02:00
Dynamo Kyiv , FC Porto,group,"NSC Olimpiyskiy, Kiev",0,0,2012-11-06 20:45:00+01:00
Paris Saint-Germain , Dinamo Zagreb,group,"Parc des Princes, Paris",4,0,2012-11-06 20:45:00+01:00
FC Porto , Dinamo Zagreb,group,"Estádio do Dragão, Porto",3,0,2012-11-21 20:45:00+01:00
Dynamo Kyiv , Paris Saint-Germain,group,"NSC Olimpiyskiy, Kiev",0,2,2012-11-21 20:45:00+01:00
Dinamo Zagreb , Dynamo Kyiv,group,"Stadion Maksimir, Zagreb",1,1,2012-12-04 20:45:00+01:00
Paris Saint-Germain , FC Porto,group,"Parc des Princes, Paris",2,1,2012-12-04 20:45:00+01:00
Montpellier , Arsenal,group,"Stade de la Mosson, Montpellier",1,2,2012-09-18 20:45:00+02:00
Olympiacos , Schalke 04,group,"Georgios Karaiskakis Stadium, Piraeus",1,2,2012-09-18 20:45:00+02:00
Schalke 04 , Montpellier,group,"Veltins-Arena, Gelsenkirchen",2,2,2012-10-03 20:45:00+02:00
Arsenal , Olympiacos,group,"Emirates Stadium, London",3,1,2012-10-03 20:45:00+02:00
Arsenal , Schalke 04,group,"Emirates Stadium, London",0,2,2012-10-24 20:45:00+02:00
Montpellier , Olympiacos,group,"Stade de la Mosson, Montpellier",1,2,2012-10-24 20:45:00+02:00
Schalke 04 , Arsenal,group,"Veltins-Arena, Gelsenkirchen",2,2,2012-11-06 20:45:00+01:00
Olympiacos , Montpellier,group,"Georgios Karaiskakis Stadium, Piraeus",3,1,2012-11-06 20:45:00+01:00
Arsenal , Montpellier,group,"Emirates Stadium, London",2,0,2012-11-21 20:45:00+01:00
Schalke 04 , Olympiacos,group,"Veltins-Arena, Gelsenkirchen",1,0,2012-11-21 20:45:00+01:00
Montpellier , Schalke 04,group,"Stade de la Mosson, Montpellier",1,1,2012-12-04 20:45:00+01:00
Olympiacos , Arsenal,group,"Georgios Karaiskakis Stadium, Piraeus",2,1,2012-12-04 20:45:00+01:00
Málaga , Zenit Saint Petersburg,group,"La Rosaleda, Málaga",3,0,2012-09-18 20:45:00+02:00
Milan , Anderlecht,group,"San Siro, Milan",0,0,2012-09-18 20:45:00+02:00
Zenit Saint Petersburg , Milan,group,"Petrovsky Stadium, Saint Petersburg",2,3,2012-10-03 18:00:00+02:00
Anderlecht , Málaga,group,"Constant Vanden Stock Stadium, Brussels",0,3,2012-10-03 20:45:00+02:00
Zenit Saint Petersburg , Anderlecht,group,"Petrovsky Stadium, Saint Petersburg",1,0,2012-10-24 18:00:00+02:00
Málaga , Milan,group,"La Rosaleda, Málaga",1,0,2012-10-24 20:45:00+02:00
Anderlecht , Zenit Saint Petersburg,group,"Constant Vanden Stock Stadium, Brussels",1,0,2012-11-06 20:45:00+01:00
Milan , Málaga,group,"San Siro, Milan",1,1,2012-11-06 20:45:00+01:00
Zenit Saint Petersburg , Málaga,group,"Petrovsky Stadium, Saint Petersburg",2,2,2012-11-21 18:00:00+01:00
Anderlecht , Milan,group,"Constant Vanden Stock Stadium, Brussels",1,3,2012-11-21 20:45:00+01:00
Málaga , Anderlecht,group,"La Rosaleda, Málaga",2,2,2012-12-04 20:45:00+01:00
Milan , Zenit Saint Petersburg,group,"San Siro, Milan",0,1,2012-12-04 20:45:00+01:00
Borussia Dortmund , Ajax,group,"Signal Iduna Park, Dortmund",1,0,2012-09-18 20:45:00+02:00
Real Madrid , Manchester City,group,"Santiago Bernabéu, Madrid",3,2,2012-09-18 20:45:00+02:00
Manchester City , Borussia Dortmund,group,"Etihad Stadium, Manchester",1,1,2012-10-03 20:45:00+02:00
Ajax , Real Madrid,group,"Amsterdam ArenA, Amsterdam",1,4,2012-10-03 20:45:00+02:00
Ajax , Manchester City,group,"Amsterdam ArenA, Amsterdam",3,1,2012-10-24 20:45:00+02:00
Borussia Dortmund , Real Madrid,group,"Signal Iduna Park, Dortmund",2,1,2012-10-24 20:45:00+02:00
Manchester City , Ajax,group,"Etihad Stadium, Manchester",2,2,2012-11-06 20:45:00+01:00
Real Madrid , Borussia Dortmund,group,"Santiago Bernabéu, Madrid",2,2,2012-11-06 20:45:00+01:00
Ajax , Borussia Dortmund,group,"Amsterdam ArenA, Amsterdam",1,4,2012-11-21 20:45:00+01:00
Manchester City , Real Madrid,group,"Etihad Stadium, Manchester",1,1,2012-11-21 20:45:00+01:00
Borussia Dortmund , Manchester City,group,"Signal Iduna Park, Dortmund",1,0,2012-12-04 20:45:00+01:00
Real Madrid , Ajax,group,"Santiago Bernabéu, Madrid",4,1,2012-12-04 20:45:00+01:00
Shakhtar Donetsk , FC Nordsjælland,group,"Donbass Arena, Donetsk",2,0,2012-09-19 20:45:00+02:00
Chelsea , Juventus,group,"Stamford Bridge, London",2,2,2012-09-19 20:45:00+02:00
Juventus , Shakhtar Donetsk,group,"Juventus Stadium, Turin",1,1,2012-10-02 20:45:00+02:00
FC Nordsjælland , Chelsea,group,"Parken Stadium, Copenhagen1",0,4,2012-10-02 20:45:00+02:00
FC Nordsjælland , Juventus,group,"Parken Stadium, Copenhagen1",1,1,2012-10-23 20:45:00+02:00
Shakhtar Donetsk , Chelsea,group,"Donbass Arena, Donetsk",2,1,2012-10-23 20:45:00+02:00
Juventus , FC Nordsjælland,group,"Juventus Stadium, Turin",4,0,2012-11-07 20:45:00+01:00
Chelsea , Shakhtar Donetsk,group,"Stamford Bridge, London",3,2,2012-11-07 20:45:00+01:00
FC Nordsjælland , Shakhtar Donetsk,group,"Parken Stadium, Copenhagen1",2,5,2012-11-20 20:45:00+01:00
Juventus , Chelsea,group,"Juventus Stadium, Turin",3,0,2012-11-20 20:45:00+01:00
Shakhtar Donetsk , Juventus,group,"Donbass Arena, Donetsk",0,1,2012-12-05 20:45:00+01:00
Chelsea , FC Nordsjælland,group,"Stamford Bridge, London",6,1,2012-12-05 20:45:00+01:00
Lille , BATE Borisov,group,"Grand Stade Lille Métropole, Villeneuve d'Ascq",1,3,2012-09-19 20:45:00+02:00
Bayern Munich , Valencia,group,"Allianz Arena, Munich",2,1,2012-09-19 20:45:00+02:00
Valencia , Lille,group,"Mestalla, Valencia",2,0,2012-10-02 20:45:00+02:00
BATE Borisov , Bayern Munich,group,"Dynamo, Minsk2",3,1,2012-10-02 20:45:00+02:00
BATE Borisov , Valencia,group,"Dynamo, Minsk2",0,3,2012-10-23 20:45:00+02:00
Lille , Bayern Munich,group,"Grand Stade Lille Métropole, Villeneuve d'Ascq",0,1,2012-10-23 20:45:00+02:00
Valencia , BATE Borisov,group,"Mestalla, Valencia",4,2,2012-11-07 20:45:00+01:00
Bayern Munich , Lille,group,"Allianz Arena, Munich",6,1,2012-11-07 20:45:00+01:00
BATE Borisov , Lille,group,"Dynamo, Minsk2",0,2,2012-11-20 18:00:00+01:00
Valencia , Bayern Munich,group,"Mestalla, Valencia",1,1,2012-11-20 20:45:00+01:00
Lille , Valencia,group,"Grand Stade Lille Métropole, Villeneuve d'Ascq",0,1,2012-12-05 20:45:00+01:00
Bayern Munich , BATE Borisov,group,"Allianz Arena, Munich",4,1,2012-12-05 20:45:00+01:00
Barcelona , Spartak Moscow,group,"Camp Nou, Barcelona",3,2,2012-09-19 20:45:00+02:00
Celtic , Benfica,group,"Celtic Park, Glasgow",0,0,2012-09-19 20:45:00+02:00
Spartak Moscow , Celtic,group,"Luzhniki Stadium, Moscow",2,3,2012-10-02 18:00:00+02:00
Benfica , Barcelona,group,"Estádio da Luz, Lisbon",0,2,2012-10-02 20:45:00+02:00
Spartak Moscow , Benfica,group,"Luzhniki Stadium, Moscow",2,1,2012-10-23 18:00:00+02:00
Barcelona , Celtic,group,"Camp Nou, Barcelona",2,1,2012-10-23 20:45:00+02:00
Benfica , Spartak Moscow,group,"Estádio da Luz, Lisbon",2,0,2012-11-07 20:45:00+01:00
Celtic , Barcelona,group,"Celtic Park, Glasgow",2,1,2012-11-07 20:45:00+01:00
Spartak Moscow , Barcelona,group,"Luzhniki Stadium, Moscow",0,3,2012-11-20 18:00:00+01:00
Benfica , Celtic,group,"Estádio da Luz, Lisbon",2,1,2012-11-20 20:45:00+01:00
Barcelona , Benfica,group,"Camp Nou, Barcelona",0,0,2012-12-05 20:45:00+01:00
Celtic , Spartak Moscow,group,"Celtic Park, Glasgow",2,1,2012-12-05 20:45:00+01:00
Manchester United , Galatasaray,group,"Old Trafford, Manchester",1,0,2012-09-19 20:45:00+02:00
Braga , CFR Cluj,group,"Municipal de Braga, Braga",0,2,2012-09-19 20:45:00+02:00
CFR Cluj , Manchester United,group,"Stadionul Dr. Constantin Rădulescu, Cluj-Napoca",1,2,2012-10-02 20:45:00+02:00
Galatasaray , Braga,group,"Türk Telekom Arena, Istanbul",0,2,2012-10-02 20:45:00+02:00
Galatasaray , CFR Cluj,group,"Türk Telekom Arena, Istanbul",1,1,2012-10-23 20:45:00+02:00
Manchester United , Braga,group,"Old Trafford, Manchester",3,2,2012-10-23 20:45:00+02:00
CFR Cluj , Galatasaray,group,"Stadionul Dr. Constantin Rădulescu, Cluj-Napoca",1,3,2012-11-07 20:45:00+01:00
Braga , Manchester United,group,"Municipal de Braga, Braga",1,3,2012-11-07 20:45:00+01:00
Galatasaray , Manchester United,group,"Türk Telekom Arena, Istanbul",1,0,2012-11-20 20:45:00+01:00
CFR Cluj , Braga,group,"Stadionul Dr. Constantin Rădulescu, Cluj-Napoca",3,1,2012-11-20 20:45:00+01:00
Manchester United , CFR Cluj,group,"Old Trafford, Manchester",0,1,2012-12-05 20:45:00+01:00
Braga , Galatasaray,group,"Municipal de Braga, Braga",1,2,2012-12-05 20:45:00+01:00
Manchester United , Bayer Leverkusen,group,"Old Trafford, Manchester",4,2,2013-09-17 20:45:00+02:00
Real Sociedad , Shakhtar Donetsk,group,"Anoeta, San Sebastián",0,2,2013-09-17 20:45:00+02:00
Shakhtar Donetsk , Manchester United,group,"Donbass Arena, Donetsk",1,1,2013-10-02 20:45:00+02:00
Bayer Leverkusen , Real Sociedad,group,"BayArena, Leverkusen",2,1,2013-10-02 20:45:00+02:00
Bayer Leverkusen , Shakhtar Donetsk,group,"BayArena, Leverkusen",4,0,2013-10-23 20:45:00+02:00
Manchester United , Real Sociedad,group,"Old Trafford, Manchester",1,0,2013-10-23 20:45:00+02:00
Shakhtar Donetsk , Bayer Leverkusen,group,"Donbass Arena, Donetsk",0,0,2013-11-05 20:45:00+01:00
Real Sociedad , Manchester United,group,"Anoeta, San Sebastián",0,0,2013-11-05 20:45:00+01:00
Bayer Leverkusen , Manchester United,group,"BayArena, Leverkusen",0,5,2013-11-27 20:45:00+01:00
Shakhtar Donetsk , Real Sociedad,group,"Donbass Arena, Donetsk",4,0,2013-11-27 20:45:00+01:00
Manchester United , Shakhtar Donetsk,group,"Old Trafford, Manchester",1,0,2013-12-10 20:45:00+01:00
Real Sociedad , Bayer Leverkusen,group,"Anoeta, San Sebastián",0,1,2013-12-10 20:45:00+01:00
Galatasaray , Real Madrid,group,"Türk Telekom Arena, Istanbul",1,6,2013-09-17 20:45:00+02:00
Copenhagen , Juventus,group,"Parken, Copenhagen",1,1,2013-09-17 20:45:00+02:00
Juventus , Galatasaray,group,"Juventus Stadium, Turin",2,2,2013-10-02 20:45:00+02:00
